      442	2015-07-02 08:41:35	19	0	1	0
      811	2015-07-02 09:23:29	19	0	1	0
      433	2015-07-02 09:31:54	19	0	1	0
      604	2015-07-02 09:31:59	19	0	1	0
      433	2015-07-02 09:32:04	19	0	1	0
      433	2015-07-02 09:32:06	19	0	1	0
      812	2015-07-02 09:32:10	19	0	1	0
      811	2015-07-02 09:32:37	19	0	1	0
      459	2015-07-02 09:32:57	19	0	1	0
      459	2015-07-02 09:32:59	19	0	1	0
      438	2015-07-02 09:33:08	19	0	1	0
      439	2015-07-02 09:33:37	19	0	1	0
      442	2015-07-02 09:33:39	19	0	1	0
      452	2015-07-02 09:33:44	19	0	1	0
      434	2015-07-02 09:33:49	19	0	1	0
      431	2015-07-02 10:34:01	19	0	1	0
      431	2015-07-02 10:34:03	19	0	1	0
      431	2015-07-02 10:34:04	19	0	1	0
      437	2015-07-02 10:34:08	19	0	1	0
      451	2015-07-02 11:53:03	19	0	1	0
      451	2015-07-02 11:53:04	19	0	1	0
      443	2015-07-02 11:54:24	19	0	1	0
      443	2015-07-02 11:54:26	19	0	1	0
      458	2015-07-02 11:56:19	19	0	1	0
      460	2015-07-02 11:57:07	19	0	1	0
      440	2015-07-02 12:11:01	19	0	1	0
      436	2015-07-02 12:11:10	19	0	1	0
      436	2015-07-02 12:11:12	19	0	1	0
      445	2015-07-02 12:16:16	19	0	1	0
      445	2015-07-02 12:16:18	19	0	1	0
      447	2015-07-02 12:16:31	19	0	1	0
      459	2015-07-02 14:30:56	19	1	1	0
      459	2015-07-02 14:30:58	19	1	1	0
      445	2015-07-02 14:31:04	19	1	1	0
      445	2015-07-02 14:31:05	19	1	1	0
      438	2015-07-02 14:31:13	19	1	1	0
      438	2015-07-02 14:31:16	19	1	1	0
      440	2015-07-02 14:31:28	19	1	1	0
      439	2015-07-02 14:31:36	19	1	1	0
      447	2015-07-02 14:31:39	19	1	1	0
      432	2015-07-02 14:31:46	19	1	1	0
      432	2015-07-02 14:31:49	19	1	1	0
      433	2015-07-02 14:31:55	19	1	1	0
      436	2015-07-02 14:31:59	19	1	1	0
      436	2015-07-02 14:32:02	19	1	1	0
      811	2015-07-02 14:32:06	19	1	1	0
      811	2015-07-02 14:32:09	19	1	1	0
      437	2015-07-02 14:32:13	19	1	1	0
      460	2015-07-02 14:32:18	19	1	1	0
      452	2015-07-02 14:32:38	19	1	1	0
      431	2015-07-02 14:32:53	19	1	1	0
      431	2015-07-02 14:32:56	19	1	1	0
      453	2015-07-02 14:33:13	19	1	1	0
      434	2015-07-02 14:33:18	19	1	1	0
      454	2015-07-02 14:33:34	19	1	1	0
      458	2015-07-02 14:34:01	19	1	1	0
      458	2015-07-02 14:34:05	19	1	1	0
      456	2015-07-02 14:34:11	19	1	0	0
      442	2015-07-02 14:34:32	19	1	1	0
      604	2015-07-02 14:34:36	19	1	1	0
      604	2015-07-02 14:34:38	19	1	1	0
      455	2015-07-02 14:34:42	19	1	1	0
      455	2015-07-02 14:34:46	19	1	1	0
      452	2015-07-02 14:35:34	19	1	1	0
      435	2015-07-02 14:36:10	19	1	1	0
      430	2015-07-02 14:36:33	19	1	1	0
      430	2015-07-02 14:36:35	19	1	1	0
      451	2015-07-02 14:37:45	19	1	1	0
